sampleName	Scer	Spar	otherAmplifiedITS	otherGrowth	substrate	fieldDate	weight	isolationTemp	hostName	site	species	hostType	latitude	longitude	elevation	circum	pH
CRO5j	0	0	0	0	bark	11/07/2011	0.17	10	CRO5	CRO	Quercuspetraea	oak	53.493454	-1.8932611	331	1.56	3
CRO5k	0	0	0	0	bark	11/07/2011	0.28	30	CRO5	CRO	Quercuspetraea	oak	53.493454	-1.8932611	331	1.56	3
CRO6a	0	0	0	0	bark	02/09/2008	0.38	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6b	0	0	1	0	bark	02/09/2008	0.4	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6c	0	0	1	0	bark	22/06/2009	0.54	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6d	0	0	0	0	bark	22/06/2009	0.64	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6f	0	0	0	0	bark	22/06/2009	0.21	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6h	0	0	0	0	bark	11/07/2011	0.15	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO6k	0	0	0	0	bark	11/07/2011	0.28	30	CRO6	CRO	Quercuspetraea	oak	53.493877	-1.8935765	325	1.63	3
CRO7a	0	0	0	0	bark	02/09/2008	0.43	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7b	0	0	0	0	bark	02/09/2008	0.45	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7c	0	0	0	0	bark	22/06/2009	0.76	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7d	0	0	0	0	bark	22/06/2009	0.6	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7e	0	1	0	0	bark	22/06/2009	1.33	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7f	0	0	0	0	bark	22/06/2009	0.46	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7g	0	0	0	0	bark	11/07/2011	0.85	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7h	0	0	0	0	bark	11/07/2011	0.99	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7i	0	0	1	0	bark	11/07/2011	1.03	10	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO7j	0	0	0	0	bark	11/07/2011	0.78	30	CRO7	CRO	Quercuspetraea	oak	53.494372	-1.8942385	305	1.3	3
CRO8a	0	1	0	0	bark	02/09/2008	0.42	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8b	0	0	0	0	bark	02/09/2008	0.25	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8c	0	0	0	0	bark	22/06/2009	0.34	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8d	0	0	0	0	bark	22/06/2009	0.25	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8e	0	0	0	1	bark	22/06/2009	0.69	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8f	0	0	0	0	bark	22/06/2009	1.04	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8g	0	0	0	0	bark	11/07/2011	0.69	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8h	0	0	0	0	bark	11/07/2011	0.74	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8i	0	0	0	0	bark	11/07/2011	0.77	10	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO8j	0	0	0	0	bark	11/07/2011	1.18	30	CRO8	CRO	Quercuspetraea	oak	53.494327	-1.8941783	288	1.76	NA
CRO9a	0	0	0	0	bark	02/09/2008	1.03	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9b	0	0	0	0	bark	02/09/2008	0.28	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9c	0	0	0	0	bark	22/06/2009	0.41	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9d	0	0	0	0	bark	22/06/2009	0.16	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9e	0	0	0	0	bark	22/06/2009	0.25	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9f	0	0	0	0	bark	22/06/2009	0.67	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9g	0	0	0	0	bark	11/07/2011	0.28	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9h	0	0	0	0	bark	11/07/2011	0.21	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9i	0	0	0	0	bark	11/07/2011	0.17	10	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
CRO9j	0	0	0	0	bark	11/07/2011	0.99	30	CRO9	CRO	Quercuspetraea	oak	53.494579	-1.8943887	288	1	3
DAV10a	0	0	0	1	grape	02/11/2011	11.56	30	DAV10	DAV	Vitisvinifera	grape	51.022167	0.197367	85.5	NA	5.5
DAV10b	0	0	1	0	grape	02/11/2011	11.49	30	DAV10	DAV	Vitisvinifera	grape	51.022167	0.197367	85.5	NA	5.5
DAV10c	0	0	1	0	grape	02/11/2011	4.75	30	DAV10	DAV	Vitisvinifera	grape	51.022167	0.197367	85.5	NA	5.5
DAV10d	0	0	0	0	grape	02/11/2011	6.07	30	DAV10	DAV	Vitisvinifera	grape	51.022167	0.197367	85.5	NA	5.5
DAV11a	0	0	0	0	grape	02/11/2011	7.84	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV11b	0	0	1	0	grape	02/11/2011	6.44	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV11c	0	0	0	0	grape	02/11/2011	6.9	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV11d	0	0	0	1	grape	02/11/2011	5.41	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV11e	0	0	1	0	bark	02/11/2011	0.81	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV11f	0	0	0	0	bark	02/11/2011	1.03	30	DAV11	DAV	Vitisvinifera	grape	51.022067	0.197333	85.5	NA	5.5
DAV1a	0	1	0	0	bark	29/08/2011	0.28	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1b	0	0	1	0	bark	29/08/2011	0.18	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1c	0	0	0	0	bark	29/08/2011	0.18	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1d	0	0	0	0	bark	29/08/2011	0.13	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1e	1	0	0	0	bark	02/11/2011	0.68	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1f	0	0	1	0	bark	02/11/2011	0.55	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1g	0	0	0	0	bark	02/11/2011	0.63	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV1h	0	0	0	0	bark	02/11/2011	0.98	30	DAV1	DAV	Quercusrobur	oak	51.022117	0.197617	85.3	1.9	4
DAV2a	0	0	0	0	bark	29/08/2011	1.04	30	DAV2	DAV	Quercusrobur	oak	51.022167	0.197767	86.3	3.18	5.5
DAV2b	0	0	0	0	bark	29/08/2011	0.6	30	DAV2	DAV	Quercusrobur	oak	51.022167	0.197767	86.3	3.18	5.5
DAV2c	0	0	0	0	bark	29/08/2011	0.26	30	DAV2	DAV	Quercusrobur	oak	51.022167	0.197767	86.3	3.18	5.5
DAV2d	0	0	0	0	bark	29/08/2011	0.27	30	DAV2	DAV	Quercusrobur	oak	51.022167	0.197767	86.3	3.18	5.5
DAV3a	0	0	0	0	bark	29/08/2011	0.41	30	DAV3	DAV	Quercuspetraea	oak	51.022	0.197417	93.3	0.38	4
DAV3b	0	0	0	0	bark	29/08/2011	0.27	30	DAV3	DAV	Quercuspetraea	oak	51.022	0.197417	93.3	0.38	4
DAV3c	0	0	0	0	bark	29/08/2011	0.55	30	DAV3	DAV	Quercuspetraea	oak	51.022	0.197417	93.3	0.38	4
DAV3d	0	0	0	0	bark	29/08/2011	0.3	30	DAV3	DAV	Quercuspetraea	oak	51.022	0.197417	93.3	0.38	4
DAV4a	0	0	0	0	bark	29/08/2011	0.3	30	DAV4	DAV	Quercusrobur	oak	51.021933	0.197433	94.8	0.74	3.5
DAV4b	0	0	0	0	bark	29/08/2011	0.27	30	DAV4	DAV	Quercusrobur	oak	51.021933	0.197433	94.8	0.74	3.5
DAV4c	0	0	0	0	bark	29/08/2011	0.18	30	DAV4	DAV	Quercusrobur	oak	51.021933	0.197433	94.8	0.74	3.5
DAV4d	0	0	0	0	bark	29/08/2011	0.22	30	DAV4	DAV	Quercusrobur	oak	51.021933	0.197433	94.8	0.74	3.5
DAV5a	0	0	0	0	bark	29/08/2011	0.61	30	DAV5	DAV	Quercusrobur	oak	51.02195	0.1973	88.4	0.44	4.5
DAV5b	0	0	0	0	bark	29/08/2011	0.51	30	DAV5	DAV	Quercusrobur	oak	51.02195	0.1973	88.4	0.44	4.5
DAV5c	0	0	0	0	bark	29/08/2011	0.26	30	DAV5	DAV	Quercusrobur	oak	51.02195	0.1973	88.4	0.44	4.5
DAV5d	0	0	0	0	bark	29/08/2011	0.97	30	DAV5	DAV	Quercusrobur	oak	51.02195	0.1973	88.4	0.44	4.5
DAV6a	0	0	0	0	bark	29/08/2011	0.49	30	DAV6	DAV	Quercusrobur	oak	51.021783	0.19725	78.3	0.54	5.5
DAV6b	0	0	0	0	bark	29/08/2011	0.86	30	DAV6	DAV	Quercusrobur	oak	51.021783	0.19725	78.3	0.54	5.5
DAV6c	0	0	0	0	bark	29/08/2011	0.25	30	DAV6	DAV	Quercusrobur	oak	51.021783	0.19725	78.3	0.54	5.5
DAV6d	0	0	0	0	bark	29/08/2011	0.2	30	DAV6	DAV	Quercusrobur	oak	51.021783	0.19725	78.3	0.54	5.5
DAV7a	0	0	1	0	grape	02/11/2011	8.82	30	DAV7	DAV	Vitisvinifera	grape	51.022633	0.1979	85.5	NA	5.5
DAV7b	0	0	1	0	grape	02/11/2011	5.8	30	DAV7	DAV	Vitisvinifera	grape	51.022633	0.1979	85.5	NA	5.5
DAV7c	0	0	1	0	grape	02/11/2011	4.55	30	DAV7	DAV	Vitisvinifera	grape	51.022633	0.1979	85.5	NA	5.5
DAV7d	0	0	0	0	grape	02/11/2011	10.29	30	DAV7	DAV	Vitisvinifera	grape	51.022633	0.1979	85.5	NA	5.5
DAV8a	1	0	0	0	grape	02/11/2011	5.77	30	DAV8	DAV	Vitisvinifera	grape	51.02245	0.197433	85.5	NA	5.5
DAV8b	0	0	0	0	grape	02/11/2011	4.4	30	DAV8	DAV	Vitisvinifera	grape	51.02245	0.197433	85.5	NA	5.5
DAV8c	0	0	0	0	grape	02/11/2011	7.31	30	DAV8	DAV	Vitisvinifera	grape	51.02245	0.197433	85.5	NA	5.5
DAV8d	0	0	0	0	grape	02/11/2011	4.25	30	DAV8	DAV	Vitisvinifera	grape	51.02245	0.197433	85.5	NA	5.5
DAV9a	0	0	1	0	grape	02/11/2011	5.92	30	DAV9	DAV	Vitisvinifera	grape	51.022283	0.197417	85.5	NA	5.5
DAV9b	0	0	1	0	grape	02/11/2011	2.9	30	DAV9	DAV	Vitisvinifera	grape	51.022283	0.197417	85.5	NA	5.5
DAV9c	1	0	0	0	grape	02/11/2011	8.5	30	DAV9	DAV	Vitisvinifera	grape	51.022283	0.197417	85.5	NA	5.5
DAV9d	1	0	0	0	grape	02/11/2011	9.7	30	DAV9	DAV	Vitisvinifera	grape	51.022283	0.197417	85.5	NA	5.5
DAVAUXa	1	0	0	0	must	02/11/2011	NA	30	DAVAUX	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
DAVAUXb	1	0	0	0	must	02/11/2011	NA	30	DAVAUX	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
DAVAUXg	1	0	0	0	must	02/11/2011	NA	10	DAVAUX	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
DAVPINa	1	0	1	0	must	02/11/2011	NA	30	DAVPIN	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
DAVPINb	0	0	1	0	must	02/11/2011	NA	30	DAVPIN	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
DAVPINg	1	0	0	0	must	02/11/2011	NA	10	DAVPIN	DAV	Vitisvinifera	grape	51.02227783	0.197463833	85.5	NA	5.5
FGXa	0	0	0	0	fig	08/09/2011	13.75	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXb	0	0	0	0	fig	08/09/2011	9.17	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXc	0	0	0	0	fig	08/09/2011	14.64	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXd	1	0	0	1	fig	08/09/2011	8.73	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXe	0	0	0	1	fig	08/09/2011	16.87	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXf	0	0	0	1	fig	08/09/2011	21.89	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXg	0	0	0	1	fig	08/09/2011	15.4	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXh	0	0	0	0	fig	08/09/2011	17.07	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXi	0	0	0	0	fig	08/09/2011	12.46	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXj	0	0	0	1	fig	08/09/2011	15	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXk	0	0	0	0	fig	08/09/2011	14.06	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FGXl	0	0	0	0	fig	08/09/2011	12.99	30	FGX	PAR	Ficuscarica	fig	38.12495	23.85544	351	NA	NA
FRI10a	0	0	0	1	bark	26/08/2011	0.57	30	FRI10	FRI	Quercuspetraea	oak	50.92785	-1.657083	89.9	4.12	6.5
FRI10b	0	0	1	0	bark	26/08/2011	0.9	30	FRI10	FRI	Quercuspetraea	oak	50.92785	-1.657083	89.9	4.12	6.5
FRI10c	0	0	1	0	bark	26/08/2011	1.88	30	FRI10	FRI	Quercuspetraea	oak	50.92785	-1.657083	89.9	4.12	6.5
FRI10d	0	0	0	1	bark	26/08/2011	0.99	30	FRI10	FRI	Quercuspetraea	oak	50.92785	-1.657083	89.9	4.12	6.5
FRI11a	0	0	1	0	bark	26/08/2011	0.66	30	FRI11	FRI	Quercuspetraea	oak	50.928483	-1.655183	104.2	3.88	4
FRI11b	0	1	0	0	bark	26/08/2011	0.91	30	FRI11	FRI	Quercuspetraea	oak	50.928483	-1.655183	104.2	3.88	4
FRI11c	0	0	0	1	bark	26/08/2011	1.1	30	FRI11	FRI	Quercuspetraea	oak	50.928483	-1.655183	104.2	3.88	4
FRI11d	0	0	1	1	bark	26/08/2011	1.02	30	FRI11	FRI	Quercuspetraea	oak	50.928483	-1.655183	104.2	3.88	4
FRI12a	0	0	0	1	bark	26/08/2011	1.1	30	FRI12	FRI	Quercusrobur	oak	50.92875	-1.655667	109.1	1.83	5.5
FRI12b	0	0	1	0	bark	26/08/2011	1.24	30	FRI12	FRI	Quercusrobur	oak	50.92875	-1.655667	109.1	1.83	5.5
FRI12c	0	0	1	0	bark	26/08/2011	0.43	30	FRI12	FRI	Quercusrobur	oak	50.92875	-1.655667	109.1	1.83	5.5
FRI12d	0	0	0	1	bark	26/08/2011	0.39	30	FRI12	FRI	Quercusrobur	oak	50.92875	-1.655667	109.1	1.83	5.5
FRI13a	0	0	0	1	bark	26/08/2011	0.55	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI13b	0	0	0	1	bark	26/08/2011	0.67	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI13c	0	0	0	1	bark	26/08/2011	0.9	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI13d	0	0	0	1	bark	26/08/2011	0.59	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI14a	0	0	0	0	bark	26/08/2011	0.37	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14b	0	0	0	1	bark	26/08/2011	0.93	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14c	0	0	0	1	bark	26/08/2011	0.31	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14d	0	1	0	0	bark	26/08/2011	0.55	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI15a	0	0	0	1	bark	26/08/2011	0.83	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15b	0	0	0	0	bark	26/08/2011	0.74	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15c	0	0	0	0	bark	26/08/2011	0.48	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15d	0	0	0	1	bark	26/08/2011	0.31	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI1a	0	0	0	1	bark	26/08/2011	0.59	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1b	0	0	0	1	bark	26/08/2011	1.2	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1c	0	1	0	0	bark	26/08/2011	0.95	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1d	0	0	0	1	bark	26/08/2011	0.75	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI2a	0	0	0	1	bark	26/08/2011	1.16	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2b	0	0	0	1	bark	26/08/2011	1.08	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2c	0	0	0	1	bark	26/08/2011	0.37	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2d	0	1	0	0	bark	26/08/2011	0.74	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI3a	0	1	0	0	bark	26/08/2011	0.81	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3b	0	0	0	1	bark	26/08/2011	0.44	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3c	0	0	0	1	bark	26/08/2011	0.63	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3d	0	0	0	1	bark	26/08/2011	0.63	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI4a	0	0	0	1	bark	26/08/2011	1.47	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4b	0	0	0	1	bark	26/08/2011	1.47	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4c	0	0	0	0	bark	26/08/2011	0.56	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4d	0	1	0	0	bark	26/08/2011	0.3	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI5a	0	0	0	0	bark	26/08/2011	2.08	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5b	0	0	0	1	bark	26/08/2011	2.03	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5c	0	0	0	1	bark	26/08/2011	1.38	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5d	0	0	1	1	bark	26/08/2011	1.06	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI6a	0	1	0	0	bark	26/08/2011	1.37	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6b	0	0	0	1	bark	26/08/2011	1.64	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6c	0	0	0	1	bark	26/08/2011	0.95	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6d	0	0	0	1	bark	26/08/2011	1.03	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI7a	0	0	0	1	bark	26/08/2011	0.65	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7b	0	0	0	1	bark	26/08/2011	0.52	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7c	0	0	0	1	bark	26/08/2011	0.9	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7d	0	0	0	0	bark	26/08/2011	0.36	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI8a	0	0	0	1	bark	26/08/2011	0.85	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
FRI8b	0	0	0	1	bark	26/08/2011	0.45	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
