sampleName	Scer	Spar	otherAmplifiedITS	otherGrowth	substrate	fieldDate	weight	isolationTemp	hostName	site	species	hostType	latitude	longitude	elevation	circum	pH
OCK5a	0	0	0	0	bark	25/08/2011	0.69	30	OCK5	OCK	Quercusrobur	oak	50.908517	-1.649183	108.8	1.21	4.5
OCK5b	0	0	0	0	bark	25/08/2011	0.28	30	OCK5	OCK	Quercusrobur	oak	50.908517	-1.649183	108.8	1.21	4.5
OCK5c	0	0	1	0	bark	25/08/2011	0.34	30	OCK5	OCK	Quercusrobur	oak	50.908517	-1.649183	108.8	1.21	4.5
OCK5d	0	0	1	0	bark	25/08/2011	0.59	30	OCK5	OCK	Quercusrobur	oak	50.908517	-1.649183	108.8	1.21	4.5
OCK6a	0	0	0	0	bark	25/08/2011	0.36	30	OCK6	OCK	Quercuspetraea	oak	50.908733	-1.648433	110.3	1.22	4
OCK6b	0	0	0	0	bark	25/08/2011	0.79	30	OCK6	OCK	Quercuspetraea	oak	50.908733	-1.648433	110.3	1.22	4
OCK6c	0	0	1	0	bark	25/08/2011	0.62	30	OCK6	OCK	Quercuspetraea	oak	50.908733	-1.648433	110.3	1.22	4
OCK6d	0	0	0	0	bark	25/08/2011	0.4	30	OCK6	OCK	Quercuspetraea	oak	50.908733	-1.648433	110.3	1.22	4
OCK7a	0	1	0	0	bark	25/08/2011	0.96	30	OCK7	OCK	Quercuspetraea	oak	50.908517	-1.648833	103.9	0.86	4
OCK7b	0	0	1	0	bark	25/08/2011	1.21	30	OCK7	OCK	Quercuspetraea	oak	50.908517	-1.648833	103.9	0.86	4
OCK7c	0	0	0	0	bark	25/08/2011	0.8	30	OCK7	OCK	Quercuspetraea	oak	50.908517	-1.648833	103.9	0.86	4
OCK7d	0	0	0	0	bark	25/08/2011	0.56	30	OCK7	OCK	Quercuspetraea	oak	50.908517	-1.648833	103.9	0.86	4
OCK8a	0	0	0	1	bark	25/08/2011	0.68	30	OCK8	OCK	Quercusrobur	oak	50.908433	-1.64875	103	0.89	5
OCK8b	0	0	0	0	bark	25/08/2011	0.42	30	OCK8	OCK	Quercusrobur	oak	50.908433	-1.64875	103	0.89	5
OCK8c	0	0	0	0	bark	25/08/2011	0.21	30	OCK8	OCK	Quercusrobur	oak	50.908433	-1.64875	103	0.89	5
OCK8d	0	0	0	0	bark	25/08/2011	0.27	30	OCK8	OCK	Quercusrobur	oak	50.908433	-1.64875	103	0.89	5
OCK9a	0	0	0	0	bark	25/08/2011	1.76	30	OCK9	OCK	Quercuspetraea	oak	50.9085	-1.6506	101.5	1.8	3.5
OCK9b	0	0	0	0	bark	25/08/2011	1.84	30	OCK9	OCK	Quercuspetraea	oak	50.9085	-1.6506	101.5	1.8	3.5
OCK9c	0	0	0	0	bark	25/08/2011	0.47	30	OCK9	OCK	Quercuspetraea	oak	50.9085	-1.6506	101.5	1.8	3.5
OCK9d	0	0	0	0	bark	25/08/2011	0.78	30	OCK9	OCK	Quercuspetraea	oak	50.9085	-1.6506	101.5	1.8	3.5
PAR10A	0	0	0	1	bark	02/09/2011	0.68	30	PAR10	PAR	Quercuspubescens	oak	38.18383	23.78985	641	1.41	NA
PAR10B	0	0	0	1	bark	02/09/2011	0.46	30	PAR10	PAR	Quercuspubescens	oak	38.18383	23.78985	641	1.41	NA
PAR10C	0	1	0	0	bark	02/09/2011	1.32	30	PAR10	PAR	Quercuspubescens	oak	38.18383	23.78985	641	1.41	NA
PAR10D	0	0	0	0	bark	02/09/2011	1.07	30	PAR10	PAR	Quercuspubescens	oak	38.18383	23.78985	641	1.41	NA
PAR11A	0	0	0	0	bark	02/09/2011	1.15	30	PAR11	PAR	Quercuspubescens	oak	38.18396	23.79594	650	1.17	NA
PAR11B	0	0	0	0	bark	02/09/2011	0.89	30	PAR11	PAR	Quercuspubescens	oak	38.18396	23.79594	650	1.17	NA
PAR11C	0	0	0	0	bark	02/09/2011	0.89	30	PAR11	PAR	Quercuspubescens	oak	38.18396	23.79594	650	1.17	NA
PAR11D	0	0	0	0	bark	02/09/2011	0.75	30	PAR11	PAR	Quercuspubescens	oak	38.18396	23.79594	650	1.17	NA
PAR12A	0	0	0	0	bark	02/09/2011	0.91	30	PAR12	PAR	Quercuspubescens	oak	38.18417	23.79596	644	1.81	NA
PAR12B	0	0	0	0	bark	02/09/2011	0.71	30	PAR12	PAR	Quercuspubescens	oak	38.18417	23.79596	644	1.81	NA
PAR12C	0	0	0	0	bark	02/09/2011	0.56	30	PAR12	PAR	Quercuspubescens	oak	38.18417	23.79596	644	1.81	NA
PAR12D	0	0	0	1	bark	02/09/2011	0.68	30	PAR12	PAR	Quercuspubescens	oak	38.18417	23.79596	644	1.81	NA
PAR13A	0	0	1	0	bark	02/09/2011	1.08	30	PAR13	PAR	Quercuspubescens	oak	38.1842	23.79594	644	1.465	NA
PAR13B	0	0	0	0	bark	02/09/2011	0.9	30	PAR13	PAR	Quercuspubescens	oak	38.1842	23.79594	644	1.465	NA
PAR13C	0	0	0	0	bark	02/09/2011	0.83	30	PAR13	PAR	Quercuspubescens	oak	38.1842	23.79594	644	1.465	NA
PAR13D	0	0	0	0	bark	02/09/2011	1.13	30	PAR13	PAR	Quercuspubescens	oak	38.1842	23.79594	644	1.465	NA
PAR14A	0	0	0	0	bark	02/09/2011	0.86	30	PAR14	PAR	Quercuspubescens	oak	38.18419	23.796	644	1.44	NA
PAR14B	0	0	0	1	bark	02/09/2011	0.89	30	PAR14	PAR	Quercuspubescens	oak	38.18419	23.796	644	1.44	NA
PAR14C	0	0	0	1	bark	02/09/2011	0.81	30	PAR14	PAR	Quercuspubescens	oak	38.18419	23.796	644	1.44	NA
PAR14D	0	0	0	1	bark	02/09/2011	1.01	30	PAR14	PAR	Quercuspubescens	oak	38.18419	23.796	644	1.44	NA
PAR15A	0	0	0	0	bark	02/09/2011	1.15	30	PAR15	PAR	Quercuspubescens	oak	38.18461	23.79733	643	1.16	NA
PAR15B	0	0	0	0	bark	02/09/2011	0.91	30	PAR15	PAR	Quercuspubescens	oak	38.18461	23.79733	643	1.16	NA
PAR15C	0	0	0	0	bark	02/09/2011	1.5	30	PAR15	PAR	Quercuspubescens	oak	38.18461	23.79733	643	1.16	NA
PAR15D	0	0	0	0	bark	02/09/2011	0.88	30	PAR15	PAR	Quercuspubescens	oak	38.18461	23.79733	643	1.16	NA
PAR1A	0	0	0	0	bark	02/09/2011	1.25	30	PAR1	PAR	Quercuspubescens	oak	38.17258	23.78977	586	NA	NA
PAR1B	0	0	0	0	bark	02/09/2011	1.14	30	PAR1	PAR	Quercuspubescens	oak	38.17258	23.78977	586	NA	NA
PAR1C	0	0	0	1	bark	02/09/2011	1.27	30	PAR1	PAR	Quercuspubescens	oak	38.17258	23.78977	586	NA	NA
PAR1D	0	0	0	0	bark	02/09/2011	0.83	30	PAR1	PAR	Quercuspubescens	oak	38.17258	23.78977	586	NA	NA
PAR2A	0	0	0	0	bark	02/09/2011	0.76	30	PAR2	PAR	Quercuspubescens	oak	38.17262	23.78981	586	1.16	NA
PAR2B	0	0	0	1	bark	02/09/2011	1.07	30	PAR2	PAR	Quercuspubescens	oak	38.17262	23.78981	586	1.16	NA
PAR2C	0	0	0	0	bark	02/09/2011	0.7	30	PAR2	PAR	Quercuspubescens	oak	38.17262	23.78981	586	1.16	NA
PAR2D	0	0	0	1	bark	02/09/2011	0.62	30	PAR2	PAR	Quercuspubescens	oak	38.17262	23.78981	586	1.16	NA
PAR3A	0	0	0	0	bark	02/09/2011	0.51	30	PAR3	PAR	Quercuspubescens	oak	38.17258	23.78981	586	1.12	NA
PAR3B	0	0	0	0	bark	02/09/2011	1.38	30	PAR3	PAR	Quercuspubescens	oak	38.17258	23.78981	586	1.12	NA
PAR3C	0	0	0	0	bark	02/09/2011	0.82	30	PAR3	PAR	Quercuspubescens	oak	38.17258	23.78981	586	1.12	NA
PAR3D	0	0	0	0	bark	02/09/2011	0.71	30	PAR3	PAR	Quercuspubescens	oak	38.17258	23.78981	586	1.12	NA
PAR4A	0	0	0	0	bark	02/09/2011	0.88	30	PAR4	PAR	Quercuspubescens	oak	38.17262	23.78782	588	1.36	NA
PAR4B	0	0	0	1	bark	02/09/2011	0.66	30	PAR4	PAR	Quercuspubescens	oak	38.17262	23.78782	588	1.36	NA
PAR4C	0	0	0	1	bark	02/09/2011	0.81	30	PAR4	PAR	Quercuspubescens	oak	38.17262	23.78782	588	1.36	NA
PAR4D	0	0	0	1	bark	02/09/2011	1.26	30	PAR4	PAR	Quercuspubescens	oak	38.17262	23.78782	588	1.36	NA
PAR5A	0	0	0	0	bark	02/09/2011	1.21	30	PAR5	PAR	Quercuspubescens	oak	38.1727	23.78996	591	0.73	NA
PAR5B	0	0	0	1	bark	02/09/2011	1.38	30	PAR5	PAR	Quercuspubescens	oak	38.1727	23.78996	591	0.73	NA
PAR5C	0	0	0	0	bark	02/09/2011	1.23	30	PAR5	PAR	Quercuspubescens	oak	38.1727	23.78996	591	0.73	NA
PAR5D	0	0	0	0	bark	02/09/2011	0.72	30	PAR5	PAR	Quercuspubescens	oak	38.1727	23.78996	591	0.73	NA
PAR6A	0	0	0	1	bark	02/09/2011	0.64	30	PAR6	PAR	Quercuspubescens	oak	38.17256	23.78952	595	0.23	NA
PAR6B	0	0	0	1	bark	02/09/2011	0.67	30	PAR6	PAR	Quercuspubescens	oak	38.17256	23.78952	595	0.23	NA
PAR6C	0	0	0	1	bark	02/09/2011	0.59	30	PAR6	PAR	Quercuspubescens	oak	38.17256	23.78952	595	0.23	NA
PAR6D	0	0	0	1	bark	02/09/2011	0	30	PAR6	PAR	Quercuspubescens	oak	38.17256	23.78952	595	0.23	NA
PAR7A	0	0	0	0	bark	02/09/2011	1.63	30	PAR7	PAR	Quercusilex	oak	38.18349	23.79356	639	0.52	NA
PAR7B	0	0	0	0	bark	02/09/2011	1.12	30	PAR7	PAR	Quercusilex	oak	38.18349	23.79356	639	0.52	NA
PAR7C	0	0	0	1	bark	02/09/2011	1.19	30	PAR7	PAR	Quercusilex	oak	38.18349	23.79356	639	0.52	NA
PAR7D	0	0	0	1	bark	02/09/2011	1.15	30	PAR7	PAR	Quercusilex	oak	38.18349	23.79356	639	0.52	NA
PAR8A	0	0	0	0	bark	02/09/2011	0.79	30	PAR8	PAR	Quercuspubescens	oak	38.18386	23.7942	644	0.83	NA
PAR8B	0	0	0	0	bark	02/09/2011	0.58	30	PAR8	PAR	Quercuspubescens	oak	38.18386	23.7942	644	0.83	NA
PAR8C	0	0	0	0	bark	02/09/2011	0.73	30	PAR8	PAR	Quercuspubescens	oak	38.18386	23.7942	644	0.83	NA
PAR8D	0	0	0	1	bark	02/09/2011	0.64	30	PAR8	PAR	Quercuspubescens	oak	38.18386	23.7942	644	0.83	NA
PAR9A	0	0	0	0	bark	02/09/2011	0.71	30	PAR9	PAR	Quercuspubescens	oak	38.18407	23.79444	640	0.75	NA
PAR9B	0	0	0	0	bark	02/09/2011	0.36	30	PAR9	PAR	Quercuspubescens	oak	38.18407	23.79444	640	0.75	NA
PAR9C	0	0	0	0	bark	02/09/2011	0.54	30	PAR9	PAR	Quercuspubescens	oak	38.18407	23.79444	640	0.75	NA
PAR9D	0	0	0	0	bark	02/09/2011	0.85	30	PAR9	PAR	Quercuspubescens	oak	38.18407	23.79444	640	0.75	NA
PLU10a	0	0	0	0	bark	30/08/2011	0.23	30	PLU10	PLU	Quercuspetraea	oak	50.906483	-0.0696	62.5	0.53	5.5
PLU10b	0	0	0	0	bark	30/08/2011	0.29	30	PLU10	PLU	Quercuspetraea	oak	50.906483	-0.0696	62.5	0.53	5.5
PLU10c	0	0	0	0	bark	30/08/2011	0.35	30	PLU10	PLU	Quercuspetraea	oak	50.906483	-0.0696	62.5	0.53	5.5
PLU10d	0	0	0	0	bark	30/08/2011	0.17	30	PLU10	PLU	Quercuspetraea	oak	50.906483	-0.0696	62.5	0.53	5.5
PLU11a	1	0	0	0	bark	03/11/2011	0.82	30	PLU11	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU11b	0	0	0	0	bark	03/11/2011	0.28	30	PLU11	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU12a	1	0	0	0	bark	03/11/2011	0.4	30	PLU12	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU12b	0	0	0	0	bark	03/11/2011	0.4	30	PLU12	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU13a	1	0	0	0	bark	03/11/2011	0.84	30	PLU13	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU13b	0	0	0	0	bark	03/11/2011	0.37	30	PLU13	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU14a	0	0	0	0	bark	03/11/2011	0.56	30	PLU14	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU14b	0	0	0	0	bark	03/11/2011	0.16	30	PLU14	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU15a	0	1	0	0	bark	03/11/2011	0.75	30	PLU15	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU15b	1	0	0	0	bark	03/11/2011	0.24	30	PLU15	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU16a	0	0	0	0	bark	03/11/2011	0.15	30	PLU16	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU16b	0	0	0	0	bark	03/11/2011	0.29	30	PLU16	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU17a	1	0	0	0	bark	03/11/2011	0.5	30	PLU17	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU17b	0	0	0	0	bark	03/11/2011	1.28	30	PLU17	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU18a	0	0	0	0	bark	03/11/2011	0.51	30	PLU18	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU18b	0	0	0	0	bark	03/11/2011	0.24	30	PLU18	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU19a	0	0	0	0	bark	03/11/2011	0.33	30	PLU19	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU19b	1	0	0	0	bark	03/11/2011	0.21	30	PLU19	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU20a	0	0	1	0	bark	03/11/2011	0.48	30	PLU20	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU21a	0	1	0	0	grape	03/11/2011	5.91	30	PLU21	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU21b	0	0	1	1	grape	03/11/2011	6.72	30	PLU21	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU22a	1	0	0	0	grape	03/11/2011	8.24	30	PLU22	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU22b	1	0	0	0	grape	03/11/2011	5.56	30	PLU22	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	5
PLU27A	1	0	0	0	must	03/11/2011	11.01	30	PLU27	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU27B	0	0	0	1	must	03/11/2011	5.93	30	PLU27	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU28A	1	0	0	0	must	03/11/2011	15.94	30	PLU28	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU28B	0	0	1	0	must	03/11/2011	19.25	30	PLU28	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU29A	1	0	0	0	must	03/11/2011	11.13	30	PLU29	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU29B	0	0	0	0	must	03/11/2011	11.25	30	PLU29	PLU	Vitisvinifera	grape	50.905317	-0.072583	50	NA	NA
PLU5a	0	1	0	0	bark	30/08/2011	0.41	30	PLU5	PLU	Quercusrobur	oak	50.9107	-0.069633	47.3	2.73	4
PLU5b	0	0	1	0	bark	30/08/2011	0.41	30	PLU5	PLU	Quercusrobur	oak	50.9107	-0.069633	47.3	2.73	4
PLU5c	0	1	0	0	bark	30/08/2011	0.34	30	PLU5	PLU	Quercusrobur	oak	50.9107	-0.069633	47.3	2.73	4
PLU5d	0	1	0	0	bark	30/08/2011	0.43	30	PLU5	PLU	Quercusrobur	oak	50.9107	-0.069633	47.3	2.73	4
PLU6a	0	0	0	0	bark	30/08/2011	0.42	30	PLU6	PLU	Quercusrobur	oak	50.909883	-0.070183	43.3	2.6	4
PLU6b	0	0	0	0	bark	30/08/2011	0.19	30	PLU6	PLU	Quercusrobur	oak	50.909883	-0.070183	43.3	2.6	4
PLU6c	0	0	0	0	bark	30/08/2011	0.52	30	PLU6	PLU	Quercusrobur	oak	50.909883	-0.070183	43.3	2.6	4
PLU6d	0	0	0	0	bark	30/08/2011	0.24	30	PLU6	PLU	Quercusrobur	oak	50.909883	-0.070183	43.3	2.6	4
PLU7a	0	0	0	0	bark	30/08/2011	0.47	30	PLU7	PLU	Quercusrobur	oak	50.9071	-0.0697	51.5	0.79	5.5
PLU7b	0	0	0	1	bark	30/08/2011	0.43	30	PLU7	PLU	Quercusrobur	oak	50.9071	-0.0697	51.5	0.79	5.5
PLU7c	0	0	0	0	bark	30/08/2011	0.2	30	PLU7	PLU	Quercusrobur	oak	50.9071	-0.0697	51.5	0.79	5.5
PLU7d	0	0	0	0	bark	30/08/2011	0.39	30	PLU7	PLU	Quercusrobur	oak	50.9071	-0.0697	51.5	0.79	5.5
PLU8a	0	0	0	0	bark	30/08/2011	0.33	30	PLU8	PLU	Quercusrobur	oak	50.90705	-0.069667	51.2	0.5	5
PLU8b	0	0	0	0	bark	30/08/2011	0.27	30	PLU8	PLU	Quercusrobur	oak	50.90705	-0.069667	51.2	0.5	5
PLU8c	0	0	0	0	bark	30/08/2011	0.13	30	PLU8	PLU	Quercusrobur	oak	50.90705	-0.069667	51.2	0.5	5
PLU8d	0	0	0	0	bark	30/08/2011	0.45	30	PLU8	PLU	Quercusrobur	oak	50.90705	-0.069667	51.2	0.5	5
PLU9a	0	0	0	0	bark	30/08/2011	0.27	30	PLU9	PLU	Quercusrobur	oak	50.906433	-0.06975	47.5	0.56	5.5
PLU9b	0	0	0	0	bark	30/08/2011	0.19	30	PLU9	PLU	Quercusrobur	oak	50.906433	-0.06975	47.5	0.56	5.5
PLU9c	0	0	0	1	bark	30/08/2011	0.28	30	PLU9	PLU	Quercusrobur	oak	50.906433	-0.06975	47.5	0.56	5.5
PLU9d	0	0	1	0	bark	30/08/2011	0.39	30	PLU9	PLU	Quercusrobur	oak	50.906433	-0.06975	47.5	0.56	5.5
PYR10a	0	0	1	0	bark	07/09/2009	NA	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR10b	0	0	1	0	bark	07/09/2009	NA	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR10c	0	0	0	0	bark	26/08/2011	1.49	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR10d	0	0	0	1	bark	26/08/2011	1.23	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR10e	0	0	1	0	bark	26/08/2011	1.64	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR10f	0	0	0	1	bark	26/08/2011	1.79	30	PYR10	PYR	Quercusvirgiliana	oak	40.37515	23.69257	145	1.645	NA
PYR11a	0	0	1	0	bark	07/09/2009	NA	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR11b	0	0	1	0	bark	07/09/2009	NA	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR11c	0	0	0	1	bark	26/08/2011	1.35	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR11d	0	0	0	1	bark	26/08/2011	1.23	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR11e	0	0	0	1	bark	26/08/2011	1.24	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR11f	0	0	1	1	bark	26/08/2011	1.04	30	PYR11	PYR	Quercusvirgiliana	oak	40.37498	23.69158	144	1.81	NA
PYR12a	0	0	0	1	bark	07/09/2009	NA	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR12b	0	0	0	0	bark	07/09/2009	NA	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR12c	0	0	0	1	bark	26/08/2011	1.17	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR12d	0	0	0	1	bark	26/08/2011	0.87	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR12e	0	0	0	1	bark	26/08/2011	0.83	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR12f	0	0	0	1	bark	26/08/2011	1.06	30	PYR12	PYR	Quercuspubescens	oak	40.37634	23.69194	150	NA	NA
PYR13a	0	0	0	0	bark	26/08/2011	1.27	30	PYR13	PYR	Quercuspubescens	oak	40.376944	23.692861	161	NA	NA
PYR13b	0	0	0	0	bark	26/08/2011	1.28	30	PYR13	PYR	Quercuspubescens	oak	40.376944	23.692861	161	NA	NA
PYR13c	0	0	0	0	bark	26/08/2011	1.5	30	PYR13	PYR	Quercuspubescens	oak	40.376944	23.692861	161	NA	NA
PYR13d	0	0	0	1	bark	26/08/2011	1.39	30	PYR13	PYR	Quercuspubescens	oak	40.376944	23.692861	161	NA	NA
PYR14a	0	0	0	1	bark	26/08/2011	0.99	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR14b	0	0	1	0	bark	26/08/2011	1.12	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR14c	0	0	0	0	bark	26/08/2011	0.83	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR14d	0	0	0	1	bark	26/08/2011	0.47	30	PYR14	PYR	Quercuspubescens	oak	40.37584	23.69395	147	0.415	NA
PYR15a	0	0	0	1	bark	26/08/2011	1.45	30	PYR15	PYR	Quercuspubescens	oak	40.375306	23.695278	154	1.45	NA
